slug,name,id_prefix_novedades,suggested_category,matched_rule
alcancia-piggy-max-13495,Alcancia Piggy Max,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
boligrafo-mini-dwell-13512,Boligrafo Mini Dwell,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
cobija-pillow-13501,Cobija Pillow,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
sporty-bag-garda-rpet-13502,Sporty Bag Garda Rpet,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
bolsa-en-algodon-solara-240gr-13207,Bolsa en Algodón Solara (240gr),true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
sporty-bag-en-algodon-zetta-100gr-13208,Sporty Bag en Algodón Zetta (100gr),true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
boligrafo-ecopetite-13196,Bolígrafo Ecopetite,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
mug-metalico-star-350ml-13197,Mug Metálico Star 350ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
bolsa-en-cambrel-baxter-para-sublimacion-80gr-13198,Bolsa en Cambrel Baxter Para Sublimación (80gr),true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
sporty-bag-en-cambrel-ewok-sublimacion-80gr-13199,Sporty Bag en Cambrel Ewok Sublimación (80gr),true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
portarretrato-digital-frame-13206,Portarretrato Digital Frame,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
mug-plastico-willow-350ml-13195,Mug Plástico Willow 350ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
boligrafo-crystal-2-1-13173,Boligrafo Crystal 2-1,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-big-bang-13175,Bolígrafo Big Bang,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-multi-metal-4-1-13176,Bolígrafo Multi Metal 4-1,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
cordon-portacelular-con-cables-chili-13177,Cordón Portacelular Con Cables Chili,true,tecnologia-promocional,\bspeaker\b|\baudifono|\bcargador inalambrico\b|\bmulticargador\b|\bpuerto usb\b|\bmouse\b|\brastreador\b|\bproyector\b|\bpila recargable\b|\bpowerbank\b|\bsoporte para (movil|celular)\b|\bportacelular\b|\bfunda para mouse\b|\bclip magnetico\b|\bcordon.*portacelular\b|\bcable tipo c\b
cafetera-en-vidrio-y-bambu-600ml-13181,Cafetera en Vidrio y Bambú 600ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
set-de-botellas-de-viaje-13184,Set de Botellas de Viaje,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
set-de-bano-vanity-13186,Set de Baño Vanity,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
mug-sparkle-296ml-13188,Mug Sparkle 296ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
mug-metalico-mini-chester-400-ml-13592,Mug Metálico Mini Chester 400 ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
borrador-school-ii-13604,Borrador School ii,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
bolsa-en-algodon-ecotote-13596,Bolsa en Algodón Ecotote,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
bolsa-en-algodon-ecopack-13597,Bolsa en Algodón Ecopack,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
set-ml-383-ii-13606,Set Ml-383 ii,true,REQUIRES_REVIEW,
bolsa-en-algodon-vera-140gr-13614,Bolsa en Algodón Vera (140gr),true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
bolsa-en-algodon-alva-100gr-13615,Bolsa en Algodón Alva (100gr),true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
bolsa-en-algodon-nara-13616,Bolsa en Algodón Nara,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
sporty-bag-en-algodon-zetta-140gr-13617,Sporty Bag en Algodón Zetta (140gr),true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
